"id","eventName","name","category","themeColor","themeColorIsDark","logoWs","url","distance","elevationGain","hasResults","uriResults","startDate","startCountry","startPlace","year","level","nbStones"
63993,"Vinninge Ultra 127","Vinninge Ultra 127","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://facebook.com/events/s/vinninge-ultratrail-127km/1102458130087585/?ti=as","128.00",1560,true,"25883.vinningeultra127vinningeultra127.2020","2020-May-01","SE","Vinninge, Sweden",2020,"qualifier",0
65591,"Mossarun","Mossarun 2020, 24h/100 miles","100m","#f42525",true,"/Common/categories/qualifiers100M","https://www.mossarun.com/","171.80",3940,false,"30033.mossarunmossarun2020-24h-100miles.2020","2020-Sep-19","SE","Lindås near Älmhult, Sweden",2020,"qualifier",0
66661,"Mossarun","Mossarun 2020, 24h/136km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.mossarun.com/","137.50",3150,true,"27161.mossarunmossarun2020-24h-136km.2020","2020-Sep-19","SE","Älmhult, Sweden",2020,"qualifier",0
65669,"Mossarun","Mossarun 2020, 24h/100k","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.mossarun.com/","103.10",2360,true,"30034.mossarunmossarun2020-24h-100k.2020","2020-Sep-19","SE","Älmhult, Sweden",2020,"qualifier",0
67064,"GotRun Winter Trail","""ENKLE"" 72 km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://runraisers.com/","71.50",470,false,"27363.gotrunwintertrail-enkle-72km.2021","2021-Jan-30","SE","Ljugarn, Sweden",2021,"qualifier",0
67063,"GotRun Winter Trail","""DUBBLE"" 144 km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://runraisers.com/","144.20",940,false,"27362.gotrunwintertrail-dubble-144km.2021","2021-Jan-30","SE","Ljugarn, Sweden",2021,"qualifier",0
69232,"Storstenshöjden 100 miles","Storstenshöjden 50 miles","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://storstenshojden50milesoch100miles.wordpress.com/","84.10",5780,true,"32662.storstenshojden100milesstorstenshojden50miles.2021","2021-Feb-19","SE","Storstenshöjden, Sweden",2021,"qualifier",0
68501,"Storstenshöjden 100 miles","Storstenshöjden 100 miles","100m","#f42525",true,"/Common/categories/qualifiers100M","https://storstenshojden50milesoch100miles.wordpress.com/","168.40",11550,true,"32660.storstenshojden100milesstorstenshojden100miles.2021","2021-Feb-19","SE","Storstenshöjden, Sweden",2021,"qualifier",0
68099,"Kullamannen 2020 Covid-19","Sprint Ultra 100km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.kullamannen.com","98.10",970,false,"27785.kullamannen2020covid-19sprintultra100km.2021","2021-Mar-26","SE","Båstad, Sweden",2021,"qualifier",0
68098,"Kullamannen 2020 Covid-19","Kullamannen 100 miles","100m","#f42525",true,"/Common/categories/qualifiers100M","https://www.kullamannen.com","163.60",1910,true,"27784.kullamannen2020covid-19kullamannen100miles.2021","2021-Mar-26","SE","Örkelljunga, Sweden",2021,"qualifier",0
68125,"Kullamannen 2020 Covid-19","Sibirien 50km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://www.kullamannen.com","46.80",650,true,"27794.kullamannen2020covid-19sibirien50km.2021","2021-Mar-27","SE","Ängelholm, Sweden",2021,"qualifier",0
78328,"Skogs-Ultra Storstenshöjden SUS","Skogs-Ultra Storstenshöjden 50 miles","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://storstenshojden50milesoch100miles.wordpress.com/","84.00",5700,true,"28245.skogs-ultrastorstenshojdensusskogs-ultrastorstenshojden50miles.2021","2021-Jun-05","SE","Garphyttan, Sweden",2021,"qualifier",0
78326,"Skogs-Ultra Storstenshöjden SUS","100 miles","100m","#f42525",true,"/Common/categories/qualifiers100M","https://storstenshojden50milesoch100miles.wordpress.com/","161.00",10700,true,"27948.skogs-ultrastorstenshojdensus100miles.2021","2021-Jun-05","SE","Garphyttan, Sweden",2021,"qualifier",0
72410,"The Alpaca Race","106k","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://alpacarace.wordpress.com/","106.00",6200,true,"29906.thealpacarace106k.2021","2021-Jun-05","SE","Göteborg, Sweden",2021,"qualifier",0
72411,"The Alpaca Race","53k","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://alpacarace.wordpress.com/","53.00",3100,true,"29907.thealpacarace53k.2021","2021-Jun-06","SE","Göteborg, Sweden",2021,"qualifier",0
72412,"The Alpaca Race","The Alpaca Race 32k","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://alpacarace.wordpress.com/","32.00",1860,true,"29908.thealpacaracethealpacarace32k.2021","2021-Jun-06","SE","Göteborg, Sweden",2021,"qualifier",0
76746,"EcoTrail Stockholm","45 Km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://stockholm.ecotrail.com/","45.00",1260,true,"9017.ecotrailstockholm45km.2021","2021-Jun-12","SE","Stockholm, Sweden",2021,"qualifier",0
76744,"EcoTrail Stockholm","80 Km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://stockholm.ecotrail.com/","80.00",2100,true,"9019.ecotrailstockholm80km.2021","2021-Jun-13","SE","Stockholm, Sweden",2021,"qualifier",0
69425,"SWEDISH ALPINE ULTRA®","Ultra Double 19","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.swedishalpineultra.se","210.70",2860,false,"16877.swedishalpineultra-ultradouble19.2021","2021-Jul-16","SE","Abisko, Sweden",2021,"qualifier",0
69424,"SWEDISH ALPINE ULTRA®","SWEDISH ALPINE ULTRA®","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://www.swedishalpineultra.se","106.00",3840,true,"2281.swedishalpineultra-swedishalpineultra-.2021","2021-Jul-17","SE","Nikkaluokta, Sweden",2021,"qualifier",0
69019,"The Gax 100 miles","100 miles Tuesday","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.gax100.com","162.30",1500,true,"28151.thegax100miles100milestuesday.2021","2021-Jul-20","SE","Ystad, Sweden",2021,"qualifier",0
66475,"Trans Scania","Trans Scania","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.transscania.se","234.20",4300,true,"759.transscaniatransscania.2021","2021-Aug-06","SE","Bjärred, Sweden",2021,"qualifier",0
69947,"Bunketorp Backyard Ultra Trail","BBUT - 35 loops","100m","#f42525",true,"/Common/categories/qualifiers100M","https://www.bbut.org","238.80",4520,false,"25255.bunketorpbackyardultratrailbbut-35loops.2021","2021-Aug-07","SE","Lindome, Sweden",2021,"qualifier",0
69943,"Bunketorp Backyard Ultra Trail","BBUT - 15 loops","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.bbut.org","102.30",1940,true,"25245.bunketorpbackyardultratrailbbut-15loops.2021","2021-Aug-07","SE","LINDOME, Sweden",2021,"qualifier",0
73147,"Vasaloppet Ultravasan","Ultravasan 90","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.vasaloppet.se","90.30",880,true,"1904.vasaloppetultravasanultravasan90.2021","2021-Aug-21","SE","Sälen, Sweden",2021,"qualifier",0
73148,"Vasaloppet Ultravasan","Ultravasan 45","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.vasaloppet.se","44.30",580,true,"3022.vasaloppetultravasanultravasan45.2021","2021-Aug-21","SE","Oxberg, Sweden",2021,"qualifier",0
72640,"Salming Idre Fjällmaraton","Järvens Stig 84 km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://idrefjallmaraton.se","84.00",2100,true,"22729.salmingidrefjallmaratonjarvensstig84km.2021","2021-Aug-28","SE","Lövåsen, Sweden",2021,"qualifier",0
72641,"Salming Idre Fjällmaraton","Renens Stig 45 km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://idrefjallmaraton.se","45.00",1400,true,"13015.salmingidrefjallmaratonrenensstig45km.2021","2021-Aug-28","SE","Idre, Sweden",2021,"qualifier",0
72579,"Mossarun","Mossarun 24h 100km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.mossarun.com/","101.00",2060,true,"30034.mossarunmossarun24h100km.2021","2021-Sep-18","SE","Lindås, Sweden",2021,"qualifier",0
68146,"UKA PAIN","UKA PAIN 50 K","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://swedenrunners.se/uka-pain-ultra/","51.20",1210,true,"18867.ukapainukapain50k.2021","2021-Oct-02","SE","Älvdalen, Sweden",2021,"qualifier",0
68147,"UKA PAIN","UKA PAIN 100 K","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://swedenrunners.se/uka-pain-ultra/","102.40",2410,true,"18865.ukapainukapain100k.2021","2021-Oct-02","SE","Älvdalen, Sweden",2021,"qualifier",0
72438,"Täby Extreme Challenge","TEC 200 Miles","100m","#f42525",true,"/Common/categories/qualifiers100M","http://new.tec100.se","321.50",3220,true,"7419.tabyextremechallengetec200miles.2021","2021-Oct-15","SE","Täby, Sweden",2021,"qualifier",0
72437,"Täby Extreme Challenge","TEC 50 Miles","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://new.tec100.se","80.30",810,true,"666.tabyextremechallengetec50miles.2021","2021-Oct-16","SE","Täby, Sweden",2021,"qualifier",0
72436,"Täby Extreme Challenge","TEC 100 Miles","100m","#f42525",true,"/Common/categories/qualifiers100M","http://new.tec100.se","160.70",1610,true,"668.tabyextremechallengetec100miles.2021","2021-Oct-16","SE","Täby, Sweden",2021,"qualifier",0
72439,"Täby Extreme Challenge","TEC 50 Miles Night","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://new.tec100.se","80.30",810,true,"4170.tabyextremechallengetec50milesnight.2021","2021-Oct-17","SE","Täby, Sweden",2021,"qualifier",0
74057,"Kullamannen","SIBIRIEN ULTRA 50KM","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://kullamannen.utmb.world","59.00",1359,true,"30675.kullamannensibirienultra50km.2021","2021-Nov-05","SE","Ängelhom, Sweden",2021,"qualifier",0
73820,"Kullamannen","Kullamannen 100 Miles","100m","#f42525",true,"/Common/categories/qualifiers100M","http://kullamannen.utmb.world","171.00",2755,true,"10675.kullamannenkullamannen100miles.2021","2021-Nov-05","SE","Båstad, Sweden",2021,"qualifier",0
74056,"Kullamannen","SPRINT ULTRA 100KM","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://kullamannen.utmb.world","107.00",2040,true,"22553.kullamannensprintultra100km.2021","2021-Nov-05","SE","Båstad, Sweden",2021,"qualifier",0
72293,"Sätila Trail","85 km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://www.satilatrail.se/","85.00",1850,true,"6099.satilatrail85km.2021","2021-Nov-13","SE","Sätila, Sweden",2021,"qualifier",0
68898,"GotRun Winter Trail","""DUBBLE"" 144 km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://runraisers.com/","144.20",940,true,"27362.gotrunwintertrail-dubble-144km.2022","2022-Jan-14","SE","Ljugarn, Sweden",2022,"qualifier",0
68899,"GotRun Winter Trail","""ENKLE"" 72 km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://runraisers.com/","72.00",980,true,"27363.gotrunwintertrail-enkle-72km.2022","2022-Jan-15","SE","Ljugarn, Sweden",2022,"qualifier",0
72492,"Österlen Spring Trail","Simris Alg Ultra 60km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.osterlentrail.se","60.00",1140,true,"10495.osterlenspringtrailsimrisalgultra60km.2022","2022-Apr-09","SE","Simrishamn, Sweden",2022,"qualifier",0
72441,"Täby Extreme Challenge","TEC 200 Miles","100m","#f42525",true,"/Common/categories/qualifiers100M","http://new.tec100.se","321.50",3220,true,"7419.tabyextremechallengetec200miles.2022","2022-Apr-22","SE","Täby, Sweden",2022,"qualifier",0
72442,"Täby Extreme Challenge","TEC 50 Miles","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://new.tec100.se","80.30",810,true,"666.tabyextremechallengetec50miles.2022","2022-Apr-23","SE","Täby, Sweden",2022,"qualifier",0
72440,"Täby Extreme Challenge","TEC 100 Miles","100m","#f42525",true,"/Common/categories/qualifiers100M","http://new.tec100.se","160.70",1610,true,"668.tabyextremechallengetec100miles.2022","2022-Apr-23","SE","Täby, Sweden",2022,"qualifier",0
72443,"Täby Extreme Challenge","TEC 50 Miles Night","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://new.tec100.se","80.30",810,true,"4170.tabyextremechallengetec50milesnight.2022","2022-Apr-24","SE","Täby, Sweden",2022,"qualifier",0
79826,"Aktivitus Trailrace","Ultra-Race","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.aktivitustrailrace.se","72.60",1970,true,"12147.aktivitustrailraceultra-race.2022","2022-Apr-30","SE","Göteborg, Sweden",2022,"qualifier",0
80078,"Backen i trädgården","Backen i trädgården","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://www.facebook.com/events/592175675167438","45.00",3300,true,"33576.backenitradgardenbackenitradgarden.2022","2022-May-01","SE","Älvdalen, Sweden",2022,"qualifier",0
74652,"Roslagens Ultra","Roslagens Ultra","100m","#f42525",true,"/Common/categories/qualifiers100M","https://www.roslagensultra.se/","181.00",1800,true,"30933.roslagensultraroslagensultra.2022","2022-May-21","SE","Grisslehamn, Sweden",2022,"qualifier",0
73479,"UKA PAIN","Uka Pain 100 Miles","100m","#f42525",true,"/Common/categories/qualifiers100M","https://swedenrunners.se/uka-pain-ultra/","169.80",3810,true,"22889.ukapainukapain100miles.2022","2022-May-27","SE","Evertsberg, Sweden",2022,"qualifier",0
73476,"UKA PAIN","UKA PAIN 100 K","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://swedenrunners.se/uka-pain-ultra/","100.00",3000,true,"18865.ukapainukapain100k.2022","2022-May-27","SE","Älvdalen, Sweden",2022,"qualifier",0
73477,"UKA PAIN","UKA PAIN 50 K","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://swedenrunners.se/uka-pain-ultra/","50.00",1500,true,"18867.ukapainukapain50k.2022","2022-May-28","SE","Älvdalen, Sweden",2022,"qualifier",0
78022,"Skogs-Ultra Storstenshöjden SUS","50 miles","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://storstenshojden50milesoch100miles.wordpress.com/","84.00",5700,true,"28245.skogs-ultrastorstenshojdensus50miles.2022","2022-Jun-04","SE","Garphyttan, Sweden",2022,"qualifier",0
78018,"Skogs-Ultra Storstenshöjden SUS","Skogs-Ultra Storstenshöjden 100 miles","100m","#f42525",true,"/Common/categories/qualifiers100M","https://storstenshojden50milesoch100miles.wordpress.com/","161.00",10700,false,"27948.skogs-ultrastorstenshojdensusskogs-ultrastorstenshojden100miles.2022","2022-Jun-04","SE","Garphyttan, Sweden",2022,"qualifier",0
78494,"The Alpaca Race","The Alpaca Race 106k","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://alpacarace.wordpress.com/","106.00",6200,true,"29906.thealpacaracethealpacarace106k.2022","2022-Jun-04","SE","Göteborg, Sweden",2022,"qualifier",0
78496,"The Alpaca Race","The Alpaca Race 54k","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://alpacarace.wordpress.com/","54.00",3100,true,"32760.thealpacaracethealpacarace54k.2022","2022-Jun-05","SE","Göteborg, Sweden",2022,"qualifier",0
79824,"Aktivitus Trailrace","Ultra-Trail®","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.aktivitustrailrace.se","170.00",4700,false,"8883.aktivitustrailraceultra-trail-.2022","2022-Jun-17","SE","Göteborg, Sweden",2022,"qualifier",0
84216,"EcoTrail Stockholm","80 Km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://stockholm.ecotrail.com/","80.00",1400,true,"9019.ecotrailstockholm80km.2022","2022-Jun-18","SE","Stockholm, Sweden",2022,"qualifier",0
84218,"EcoTrail Stockholm","45 Km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://stockholm.ecotrail.com/","45.00",900,true,"9017.ecotrailstockholm45km.2022","2022-Jun-18","SE","Stockholm, Sweden",2022,"qualifier",0
73172,"Fjällmaraton Öppet Fjäll","Öppet Fjäll 43K","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://fjallmaraton.se/","43.00",1700,true,"8601.fjallmaratonoppetfjalloppetfjall43k.2022","2022-Jul-02","SE","Vålådalen, Sweden",2022,"qualifier",0
72342,"SWEDISH ALPINE ULTRA®","Ultra Double 19","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.swedishalpineultra.se","210.70",2860,false,"16877.swedishalpineultra-ultradouble19.2022","2022-Jul-15","SE","Abisko, Sweden",2022,"qualifier",0
75550,"The Gax 100 miles","The Gax 100 miles","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.gax100.com","162.30",1510,true,"205.thegax100milesthegax100miles.2022","2022-Jul-16","SE","Ystad, Sweden",2022,"qualifier",0
72341,"SWEDISH ALPINE ULTRA®","SWEDISH ALPINE ULTRA®","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://www.swedishalpineultra.se","106.00",3840,false,"2281.swedishalpineultra-swedishalpineultra-.2022","2022-Jul-16","SE","Nikkaluokta, Sweden",2022,"qualifier",0
73170,"Fjällmaratonveckan Årefjällen","Fjällmaraton 100K","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://fjallmaraton.se/","100.00",3100,true,"24315.fjallmaratonveckanarefjallenfjallmaraton100k.2022","2022-Aug-04","SE","Fångåmon, Sweden",2022,"qualifier",0
73168,"Fjällmaratonveckan Årefjällen","KIA Fjällmaraton 45k","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://fjallmaraton.se/","45.00",1900,true,"3900.fjallmaratonveckanarefjallenkiafjallmaraton45k.2022","2022-Aug-06","SE","Vålådalen, Sweden",2022,"qualifier",0
82996,"Trans Scania","Trans Scania","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.transscania.se","246.00",2244,true,"759.transscaniatransscania.2022","2022-Aug-12","SE","Bjärred, Sweden",2022,"qualifier",0
73290,"Vasaloppet Ultravasan","Ultravasan 90","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.vasaloppet.se","90.30",905,true,"1904.vasaloppetultravasanultravasan90.2022","2022-Aug-20","SE","Sälen, Sweden",2022,"qualifier",0
83428,"Salming Idre Fjällmaraton","Renens Stig 45 km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://idrefjallmaraton.se","45.00",1400,true,"13015.salmingidrefjallmaratonrenensstig45km.2022","2022-Aug-20","SE","Idre, Sweden",2022,"qualifier",0
73291,"Vasaloppet Ultravasan","Ultravasan 45","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.vasaloppet.se","44.30",580,true,"3022.vasaloppetultravasanultravasan45.2022","2022-Aug-20","SE","Oxberg, Sweden",2022,"qualifier",0
77854,"Sörmlands 100","Sörmlands 100 Endurance Run","100m","#f42525",true,"/Common/categories/qualifiers100M","https://www.sormlands100.com/","168.00",2442,true,"32436.sormlands100sormlands100endurancerun.2022","2022-Sep-16","SE","Herresta, Mariefred, Sweden",2022,"qualifier",0
77856,"Sörmlands 100","Sörmlands 100  91km Trail Ultra Marathon ","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.sormlands100.com/","94.00",1246,true,"32438.sormlands100sormlands10091kmtrailultramarathon.2022","2022-Sep-17","SE","Erikslund, Gnesta, Sweden",2022,"qualifier",0
82932,"Mossarun","Mossarun 24h/50miles","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.mossarun.com/","85.00",1950,true,"34884.mossarunmossarun24h-50miles.2022","2022-Sep-17","SE","Lindås, Sweden",2022,"qualifier",0
82934,"Mossarun","mossarun 24h/136k","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.mossarun.com/","136.00",3150,true,"34886.mossarunmossarun24h-136k.2022","2022-Sep-17","SE","Lindås, Sweden",2022,"qualifier",0
82930,"Mossarun","Mossarun 24h/100k","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.mossarun.com/","103.00",2360,true,"34882.mossarunmossarun24h-100k.2022","2022-Sep-17","SE","Lindås, Sweden",2022,"qualifier",0
82814,"Östgöta Ultra Trail","Östgöta Ultra Trail 54k","50k","#fc5a00",true,"/Common/categories/qualifiers50K","https://www.ostgotaultratrail.com","54.00",1700,true,"34836.ostgotaultratrailostgotaultratrail54k.2022","2022-Oct-01","SE","Kisa, Sweden",2022,"qualifier",0
82818,"Östgöta Ultra Trail","Östgöta Ultra Trail 162k","100m","#f42525",true,"/Common/categories/qualifiers100M","https://www.ostgotaultratrail.com","162.00",5100,true,"34840.ostgotaultratrailostgotaultratrail162k.2022","2022-Oct-01","SE","Kisa, Sweden",2022,"qualifier",0
82816,"Östgöta Ultra Trail","Östgöta Ultra Trail 108k","100k","#7ddf65",true,"/Common/categories/qualifiers100K","https://www.ostgotaultratrail.com","108.00",3400,true,"34838.ostgotaultratrailostgotaultratrail108k.2022","2022-Oct-01","SE","Kisa, Sweden",2022,"qualifier",0
78296,"Kullamannen by UTMB","Ultra 100 Miles","100m","#f42525",true,"/Common/categories/100M","http://kullamannen.utmb.world","161.00",2150,true,"10675.kullamannenbyutmbultra100miles.2022","2022-Nov-04","SE","Båstad, Sweden",2022,"serie",4
78298,"Kullamannen by UTMB","Sprint Ultra 100KM","100k","#7ddf65",true,"/Common/categories/100K","http://kullamannen.utmb.world","103.00",1240,true,"22553.kullamannenbyutmbsprintultra100km.2022","2022-Nov-04","SE","Båstad, Sweden",2022,"serie",3
78300,"Kullamannen by UTMB","Sibirien Ultra 50KM","50k","#fc5a00",true,"/Common/categories/50K","http://kullamannen.utmb.world","54.00",1060,true,"30675.kullamannenbyutmbsibirienultra50km.2022","2022-Nov-05","SE","Ängelhom, Sweden",2022,"serie",2
81154,"Sätila Trail","85 km","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://www.satilatrail.se/","85.00",2100,true,"6099.satilatrail85km.2022","2022-Nov-12","SE","Sätila, Sweden",2022,"qualifier",0
81156,"Sätila Trail","43 km","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.satilatrail.se/","43.00",762,true,"6835.satilatrail43km.2022","2022-Nov-12","SE","Sätila, Sweden",2022,"qualifier",0
84134,"Trans Scania Winter","Trans Scania Winter","100m","#f42525",true,"/Common/categories/qualifiers100M","https://www.transscania.se","246.00",2844,true,"35412.transscaniawintertransscaniawinter.2023","2023-Jan-20","SE","Bjärred, Sweden",2023,"qualifier",0
78172,"Tjörnarparen - Trail Ultra","50 miles","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.tjornarparen.se","81.10",1140,true,"11215.tjornarparen-trailultra50miles.2023","2023-Feb-11","SE","Tjörnarp, Sweden",2023,"qualifier",0
78174,"Tjörnarparen - Trail Ultra","50K","50k","#fc5a00",true,"/Common/categories/qualifiers50K","http://www.tjornarparen.se","51.20",680,true,"6629.tjornarparen-trailultra50k.2023","2023-Feb-11","SE","Tjörnarp, Sweden",2023,"qualifier",0
78170,"Tjörnarparen - Trail Ultra","100 miles","100m","#f42525",true,"/Common/categories/qualifiers100M","http://www.tjornarparen.se","162.40",2618,true,"11213.tjornarparen-trailultra100miles.2023","2023-Feb-11","SE","Tjörnarp, Sweden",2023,"qualifier",0
78176,"Tjörnarparen - Trail Ultra","100K","100k","#7ddf65",true,"/Common/categories/qualifiers100K","http://www.tjornarparen.se","102.30",1390,true,"6631.tjornarparen-trailultra100k.2023","2023-Feb-11","SE","Tjörnarp, Sweden",2023,"qualifier",0
